timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
2344000,2344000,0.0040308144,0.0048140856,-0.000649832,0.001,0.0,0.0,0.0,-1.0
2392000,2392000,0.0037867154,0.0039197206,-0.00019823502,0.001,0.0,0.0,0.0,-1.0
2444000,2444000,0.003932843,0.0038151157,-0.00022870528,0.001,0.0,0.0,0.0,-1.0
2492000,2492000,0.00360537,0.0037007837,5.6363595e-05,0.001,0.0,0.0,0.0,-1.0
2540000,2540000,0.0035319056,0.0038229504,-0.00023856231,0.001,0.0,0.0,0.0,-1.0
2592000,2592000,0.0038261348,0.0037007947,-0.0001318209,0.001,0.0,0.0,0.0,-1.0
2640000,2640000,0.00392575,0.0039265375,0.00010417588,0.001,0.0,0.0,0.0,-1.0
2692000,2692000,0.0040983157,0.0036708254,-0.000101019505,0.001,0.0,0.0,0.0,-1.0
2744000,2744000,0.0041337414,0.0034918652,1.8504e-05,0.001,0.0,0.0,0.0,-1.0
2792000,2792000,0.0043715644,0.0035730628,7.8917954e-05,0.001,0.0,0.0,0.0,-1.0
2844000,2844000,0.0043707117,0.003870566,5.21724e-06,0.001,0.0,0.0,0.0,-1.0
2892000,2892000,0.004014891,0.0034774167,0.00018432393,0.001,0.0,0.0,0.0,-1.0
2944000,2944000,0.0044652945,0.003696127,-0.00016908023,0.001,0.0,0.0,0.0,-1.0
2992000,2992000,0.004374489,0.0038385624,-6.849711e-05,0.001,0.0,0.0,0.0,-1.0
3044000,3044000,0.004079453,0.0037283269,-0.00031182854,0.001,0.0,0.0,0.0,-1.0
3088000,3088000,0.0038360015,0.0035233428,8.0282385e-05,0.001,0.0,0.0,0.0,-1.0
3140000,3140000,0.0042324453,0.0031699263,0.00019857135,0.001,0.0,0.0,0.0,-1.0
3192000,3192000,0.0042394083,0.0039294674,-6.8885274e-06,0.001,0.0,0.0,0.0,-1.0
3244000,3244000,0.0040009497,0.0038023263,-0.00021255632,0.001,0.0,0.0,0.0,-1.0
3292000,3292000,0.0041821646,0.003791231,-0.00029723736,0.001,0.0,0.0,0.0,-1.0
3344000,3344000,0.0042509036,0.0033401637,-0.00026403743,0.001,0.0,0.0,0.0,-1.0
3392000,3392000,0.004066219,0.0039456324,-0.00017639008,0.001,0.0,0.0,0.0,-1.0
3444000,3444000,0.004024568,0.0033654068,-0.00015658706,0.001,0.0,0.0,0.0,-1.0
3492000,3492000,0.00400417,0.0035937,2.9469835e-05,0.001,0.0,0.0,0.0,-1.0
3544000,3544000,0.0034634194,0.003655274,-0.0004616778,0.001,0.0,0.0,0.0,-1.0
3592000,3592000,0.003998566,0.003824808,8.118175e-05,0.001,0.0,0.0,0.0,-1.0
3644000,3644000,0.0035533998,0.003956354,-0.00015601025,0.001,0.0,0.0,0.0,-1.0
3692000,3692000,0.003883322,0.0040486827,0.0001490883,0.001,0.0,0.0,0.0,-1.0
3744000,3744000,0.0041109324,0.0035681364,0.00029634326,0.001,0.0,0.0,0.0,-1.0
3792000,3792000,0.0037789876,0.0039609466,0.00016136187,0.001,0.0,0.0,0.0,-1.0
3844000,3844000,0.003867692,0.0037392576,-1.8391776e-05,0.001,0.0,0.0,0.0,-1.0
3892000,3892000,0.0042325566,0.003435375,-0.00020099082,0.001,0.0,0.0,0.0,-1.0
3944000,3944000,0.0038441315,0.003878048,8.33038e-05,0.001,0.0,0.0,0.0,-1.0
3992000,3992000,0.003788728,0.0038485124,-0.00015420801,0.001,0.0,0.0,0.0,-1.0
4044000,4044000,0.0041493224,0.003981271,-7.1572285e-05,0.001,0.0,0.0,0.0,-1.0
4092000,4092000,0.0035717282,0.003585387,0.00032456458,0.001,0.0,0.0,0.0,-1.0
4144000,4144000,0.0039190077,0.0039330167,0.0002418675,0.001,0.0,0.0,0.0,-1.0
4192000,4192000,0.0037516134,0.0042517413,0.00036483162,0.001,0.0,0.0,0.0,-1.0
4244000,4244000,0.0036268572,0.0039044812,9.807983e-06,0.001,0.0,0.0,0.0,-1.0
4288000,4288000,0.0035987638,0.003731082,-0.00018767764,0.001,0.0,0.0,0.0,-1.0
4344000,4344000,0.004184906,0.0036779228,0.00015945167,0.001,0.0,0.0,0.0,-1.0
4392000,4392000,0.0036203866,0.0038592918,-0.00012185824,0.001,0.0,0.0,0.0,-1.0
4440000,4440000,0.00412207,0.0043558213,-2.9449051e-05,0.001,0.0,0.0,0.0,-1.0
4492000,4492000,0.0040049935,0.003755873,-3.284734e-06,0.001,0.0,0.0,0.0,-1.0
4540000,4540000,0.0038333004,0.0040270793,0.00027123818,0.001,0.0,0.0,0.0,-1.0
4592000,4592000,0.003977614,0.0039054607,-0.00016432708,0.001,0.0,0.0,0.0,-1.0
4640000,4640000,0.004186866,0.003615709,-8.608569e-05,0.001,0.0,0.0,0.0,-1.0
4692000,4692000,0.004123577,0.0042402395,-0.0003676547,0.001,0.0,0.0,0.0,-1.0
4744000,4744000,0.0041167485,0.0037503326,-0.00023039014,0.001,0.0,0.0,0.0,-1.0
4792000,4792000,0.003932519,0.003439146,5.0970284e-05,0.001,0.0,0.0,0.0,-1.0
4844000,4844000,0.004224244,0.0036268819,0.0002554701,0.001,0.0,0.0,0.0,-1.0
4888000,4888000,0.0039533414,0.0036332102,0.000260735,0.001,0.0,0.0,0.0,-1.0
4944000,4944000,0.004077006,0.0038188696,-0.00016654853,0.001,0.0,0.0,0.0,-1.0
4992000,4992000,0.004083447,0.0037548062,-0.0001405635,0.001,0.0,0.0,0.0,-1.0
5044000,5044000,0.003842489,0.0035468645,7.2092815e-05,0.001,0.0,0.0,0.0,-1.0
5092000,5092000,0.004050859,0.0035636588,0.00021051211,0.001,0.0,0.0,0.0,-1.0
5144000,5144000,0.0039776075,0.003807451,2.9561139e-05,0.001,0.0,0.0,0.0,-1.0
5192000,5192000,0.0041040755,0.003241881,-0.00012852946,0.001,0.0,0.0,0.0,-1.0
5244000,5244000,0.00401701,0.0036534702,0.00032633654,0.001,0.0,0.0,0.0,-1.0
5292000,5292000,0.0037854929,0.0035672165,-0.0001374565,0.001,0.0,0.0,0.0,-1.0
5344000,5344000,0.004388594,0.0036667394,0.00010173333,0.001,0.0,0.0,0.0,-1.0
5388000,5388000,0.003982887,0.0036644253,0.00012368911,0.001,0.0,0.0,0.0,-1.0
5440000,5440000,0.003718642,0.003666292,-0.00024081564,0.001,0.0,0.0,0.0,-1.0
5492000,5492000,0.0037213527,0.0032136901,0.00019571945,0.001,0.0,0.0,0.0,-1.0
5544000,5544000,0.0038684083,0.0034376031,-0.000121152836,0.001,0.0,0.0,0.0,-1.0
5588000,5588000,0.0037609704,0.0036860774,-0.00013242949,0.001,0.0,0.0,0.0,-1.0
5644000,5644000,0.0038600168,0.0037138655,8.2074184e-05,0.001,0.0,0.0,0.0,-1.0
5692000,5692000,0.00422225,0.0037262074,0.00022535925,0.001,0.0,0.0,0.0,-1.0
5744000,5744000,0.0040334556,0.0033954943,0.00010193682,0.001,0.0,0.0,0.0,-1.0
5788000,5788000,0.004321949,0.003407185,0.00012092348,0.001,0.0,0.0,0.0,-1.0
5844000,5844000,0.0037351595,0.0037337192,-6.3165267e-06,0.001,0.0,0.0,0.0,-1.0
5892000,5892000,0.003333444,0.003658013,-0.0001804197,0.001,0.0,0.0,0.0,-1.0
5944000,5944000,0.004043355,0.0033597103,-0.00020843062,0.001,0.0,0.0,0.0,-1.0
5988000,5988000,0.004221988,0.0036114214,0.00010489023,0.001,0.0,0.0,0.0,-1.0
6044000,6044000,0.0040443274,0.0031579086,2.852233e-05,0.001,0.0,0.0,0.0,-1.0
6092000,6092000,0.004069247,0.0036418263,-2.2427983e-05,0.001,0.0,0.0,0.0,-1.0
6144000,6144000,0.00398033,0.0035950379,0.00026680966,0.001,0.0,0.0,0.0,-1.0
6192000,6192000,0.0040806634,0.0034970033,-0.00012710142,0.001,0.0,0.0,0.0,-1.0
6244000,6244000,0.0037795228,0.0033758879,-0.00046226598,0.001,0.0,0.0,0.0,-1.0
6292000,6292000,0.0041969707,0.003773931,-9.1045644e-05,0.001,0.0,0.0,0.0,-1.0
6344000,6344000,0.004069676,0.0036377145,-7.45406e-05,0.001,0.0,0.0,0.0,-1.0
6392000,6392000,0.0041887676,0.0034145592,-0.00027571502,0.001,0.0,0.0,0.0,-1.0
6440000,6440000,0.0041468916,0.0035678016,-0.00014996117,0.001,0.0,0.0,0.0,-1.0
6492000,6492000,0.00371103,0.0034650047,4.603031e-05,0.001,0.0,0.0,0.0,-1.0
6544000,6544000,0.0038768607,0.0035222166,0.00013279494,0.001,0.0,0.0,0.0,-1.0
6592000,6592000,0.0035990337,0.0034973,-0.0003325522,0.001,0.0,0.0,0.0,-1.0
6644000,6644000,0.0038672264,0.0036106864,1.6250624e-05,0.001,0.0,0.0,0.0,-1.0
6692000,6692000,0.0038718064,0.0033427228,-1.4480763e-05,0.001,0.0,0.0,0.0,-1.0
6744000,6744000,0.0041702837,0.0034293826,0.00019504351,0.001,0.0,0.0,0.0,-1.0
6792000,6792000,0.004181522,0.0036279056,-8.460314e-05,0.001,0.0,0.0,0.0,-1.0
6840000,6840000,0.0041092443,0.0036305124,-0.00024597987,0.001,0.0,0.0,0.0,-1.0
6888000,6888000,0.0036905461,0.0035866299,0.00022009554,0.001,0.0,0.0,0.0,-1.0
6944000,6944000,0.004292829,0.003320421,-0.00021284577,0.001,0.0,0.0,0.0,-1.0
6992000,6992000,0.0036848753,0.0036058815,-5.961702e-05,0.001,0.0,0.0,0.0,-1.0
7040000,7040000,0.00386816,0.0036033976,-4.304983e-05,0.001,0.0,0.0,0.0,-1.0
7088000,7088000,0.0038947419,0.0035182952,-0.00011651299,0.001,0.0,0.0,0.0,-1.0
7140000,7140000,0.003940938,0.0036631431,5.2486612e-05,0.001,0.0,0.0,0.0,-1.0
7192000,7192000,0.003831105,0.0033995907,-7.337948e-05,0.001,0.0,0.0,0.0,-1.0
7244000,7244000,0.004028542,0.0035990742,8.698681e-06,0.001,0.0,0.0,0.0,-1.0
7288000,7288000,0.0043079774,0.0033351397,2.5078649e-05,0.001,0.0,0.0,0.0,-1.0
7344000,7344000,0.0037984145,0.0035153474,-7.896415e-05,0.001,0.0,0.0,0.0,-1.0
7392000,7392000,0.0038809136,0.003317458,-8.086699e-05,0.001,0.0,0.0,0.0,-1.0
7440000,7440000,0.0040574265,0.0035200217,-0.00034372258,0.001,0.0,0.0,0.0,-1.0
7488000,7488000,0.0044333837,0.002818844,-0.00016265367,0.001,0.0,0.0,0.0,-1.0
7544000,7544000,0.003792642,0.0035337717,0.00014602924,0.001,0.0,0.0,0.0,-1.0
7588000,7588000,0.0039999234,0.0036915957,-4.98771e-06,0.001,0.0,0.0,0.0,-1.0
7644000,7644000,0.00373079,0.0031141234,2.052553e-05,0.001,0.0,0.0,0.0,-1.0
7692000,7692000,0.0036938512,0.0030458283,0.00013929231,0.001,0.0,0.0,0.0,-1.0
7740000,7740000,0.003842761,0.0037692916,-0.0001111346,0.001,0.0,0.0,0.0,-1.0
7792000,7792000,0.003740054,0.0033052682,-3.3277196e-05,0.001,0.0,0.0,0.0,-1.0
7844000,7844000,0.0038551567,0.003755175,8.169936e-05,0.001,0.0,0.0,0.0,-1.0
7892000,7892000,0.0040080254,0.0033973455,-0.00020146172,0.001,0.0,0.0,0.0,-1.0
7940000,7940000,0.0040262323,0.0031796147,-5.1172097e-05,0.001,0.0,0.0,0.0,-1.0
7992000,7992000,0.0036917531,0.0033745875,-4.6396115e-05,0.001,0.0,0.0,0.0,-1.0
8044000,8044000,0.004264384,0.0034143117,1.9112602e-05,0.001,0.0,0.0,0.0,-1.0
8088000,8088000,0.003992064,0.0036075402,-0.0001954151,0.001,0.0,0.0,0.0,-1.0
8144000,8144000,0.00400509,0.0031669904,-9.4231546e-05,0.001,0.0,0.0,0.0,-1.0
8188000,8188000,0.004172468,0.003222376,0.00026176352,0.001,0.0,0.0,0.0,-1.0
8244000,8244000,0.0038900499,0.0035585174,-5.7358324e-05,0.001,0.0,0.0,0.0,-1.0
8292000,8292000,0.004095761,0.003046714,-0.0003017827,0.001,0.0,0.0,0.0,-1.0
8344000,8344000,0.0039604856,0.0037807212,-0.00010815257,0.001,0.0,0.0,0.0,-1.0
8392000,8392000,0.004277787,0.0030427652,-2.3729217e-05,0.001,0.0,0.0,0.0,-1.0
8440000,8440000,0.00416445,0.003173496,-0.00022957547,0.001,0.0,0.0,0.0,-1.0
8488000,8488000,0.0040001376,0.0033050037,-5.000233e-05,0.001,0.0,0.0,0.0,-1.0
8544000,8544000,0.0040317676,0.0029354885,5.834021e-05,0.001,0.0,0.0,0.0,-1.0
8588000,8588000,0.004239994,0.0034478377,-0.00020027398,0.001,0.0,0.0,0.0,-1.0
8644000,8644000,0.004039129,0.0031717026,-0.0001391465,0.001,0.0,0.0,0.0,-1.0
8688000,8688000,0.0041015204,0.0030769687,4.2340254e-08,0.001,0.0,0.0,0.0,-1.0
8740000,8740000,0.0041745114,0.0030915586,-1.3552635e-05,0.001,0.0,0.0,0.0,-1.0
8792000,8792000,0.0043729255,0.0028826888,-1.3926037e-05,0.001,0.0,0.0,0.0,-1.0
8844000,8844000,0.003851101,0.0031140242,6.168099e-05,0.001,0.0,0.0,0.0,-1.0
8888000,8888000,0.0042263316,0.0032012798,0.00012910255,0.001,0.0,0.0,0.0,-1.0
8940000,8940000,0.0035854639,0.0031457236,0.00010154716,0.001,0.0,0.0,0.0,-1.0
8988000,8988000,0.0038810815,0.0026648818,-9.256762e-05,0.001,0.0,0.0,0.0,-1.0
9040000,9040000,0.0037181878,0.0031926502,-0.0005040448,0.001,0.0,0.0,0.0,-1.0
9092000,9092000,0.0040107225,0.0034074774,-0.00017681574,0.001,0.0,0.0,0.0,-1.0
9140000,9140000,0.0038110842,0.0032082952,-9.900238e-05,0.001,0.0,0.0,0.0,-1.0
9192000,9192000,0.0040912894,0.003332024,-4.70652e-05,0.001,0.0,0.0,0.0,-1.0
9240000,9240000,0.0037987786,0.003281697,-0.00020290143,0.001,0.0,0.0,0.0,-1.0
9292000,9292000,0.0037498071,0.002679615,9.565954e-05,0.001,0.0,0.0,0.0,-1.0
9344000,9344000,0.003837484,0.003388468,-0.00015289639,0.001,0.0,0.0,0.0,-1.0
9392000,9392000,0.0040781484,0.0031312662,3.3025746e-05,0.001,0.0,0.0,0.0,-1.0
9444000,9444000,0.0038646555,0.0031720877,2.7562783e-06,0.001,0.0,0.0,0.0,-1.0
9492000,9492000,0.003707175,0.003075058,-0.00023848486,0.001,0.0,0.0,0.0,-1.0
9544000,9544000,0.0038111396,0.0031996965,0.00012891051,0.001,0.0,0.0,0.0,-1.0
9592000,9592000,0.0037603439,0.0031341738,9.856173e-05,0.001,0.0,0.0,0.0,-1.0
9644000,9644000,0.0038078756,0.003364479,8.690753e-05,0.001,0.0,0.0,0.0,-1.0
9688000,9688000,0.004051529,0.0033036622,0.00022252384,0.001,0.0,0.0,0.0,-1.0
9740000,9740000,0.0039423457,0.0030669735,-0.00011488143,0.001,0.0,0.0,0.0,-1.0
9792000,9792000,0.0034999643,0.0035845162,-0.00021852313,0.001,0.0,0.0,0.0,-1.0
9840000,9840000,0.003575132,0.003104608,-1.805962e-05,0.001,0.0,0.0,0.0,-1.0
9892000,9892000,0.003405742,0.0034663149,0.00027580987,0.001,0.0,0.0,0.0,-1.0
9944000,9944000,0.0035942164,0.0032886008,0.00019153302,0.001,0.0,0.0,0.0,-1.0
9992000,9992000,0.0037748534,0.0032079013,0.00010768478,0.001,0.0,0.0,0.0,-1.0
10044000,10044000,0.003725957,0.0030083365,-0.0001511162,0.001,0.0,0.0,0.0,-1.0
10092000,10092000,0.0034766758,0.00269445,0.00033933236,0.001,0.0,0.0,0.0,-1.0
10144000,10144000,0.0035842103,0.003004745,-0.00023282804,0.001,0.0,0.0,0.0,-1.0
10192000,10192000,0.004175269,0.0031501744,-3.894066e-05,0.001,0.0,0.0,0.0,-1.0
10244000,10244000,0.0037773992,0.0028915077,-0.000119343145,0.001,0.0,0.0,0.0,-1.0
10288000,10288000,0.003942364,0.002884695,0.00033106908,0.001,0.0,0.0,0.0,-1.0
10344000,10344000,0.003658283,0.003310268,-1.6544363e-06,0.001,0.0,0.0,0.0,-1.0
10392000,10392000,0.0034226724,0.003364819,0.0002082089,0.001,0.0,0.0,0.0,-1.0
10440000,10440000,0.004077606,0.002932647,2.3939176e-05,0.001,0.0,0.0,0.0,-1.0
10488000,10488000,0.0036073076,0.0031246361,-8.9266396e-05,0.001,0.0,0.0,0.0,-1.0
10540000,10540000,0.0041515618,0.0028467397,-7.819536e-05,0.001,0.0,0.0,0.0,-1.0
10592000,10592000,0.003883312,0.0030474504,6.595282e-05,0.001,0.0,0.0,0.0,-1.0
10644000,10644000,0.0034681708,0.0026699558,0.0003180337,0.001,0.0,0.0,0.0,-1.0
10692000,10692000,0.0035759031,0.003456329,-0.00025605323,0.001,0.0,0.0,0.0,-1.0
10744000,10744000,0.0040508267,0.003293637,7.061183e-06,0.001,0.0,0.0,0.0,-1.0
10792000,10792000,0.0039222213,0.003138356,0.00021014769,0.001,0.0,0.0,0.0,-1.0
10844000,10844000,0.0034796852,0.002969438,0.00013507325,0.001,0.0,0.0,0.0,-1.0
10888000,10888000,0.003899094,0.0032844418,-0.00015590436,0.001,0.0,0.0,0.0,-1.0
10944000,10944000,0.0037390117,0.003069546,-0.00032196683,0.001,0.0,0.0,0.0,-1.0
10988000,10988000,0.0040443954,0.0025789195,1.5187287e-05,0.001,0.0,0.0,0.0,-1.0
11040000,11040000,0.004319573,0.0032161707,1.0024756e-06,0.001,0.0,0.0,0.0,-1.0
11092000,11092000,0.003679413,0.0028988754,-6.173495e-05,0.001,0.0,0.0,0.0,-1.0
11144000,11144000,0.0032158357,0.0029867652,1.4881819e-05,0.001,0.0,0.0,0.0,-1.0
11192000,11192000,0.0033217322,0.0029294712,5.9172966e-05,0.001,0.0,0.0,0.0,-1.0
11244000,11244000,0.0031796782,0.0028209558,0.00021053408,0.001,0.0,0.0,0.0,-1.0
11288000,11288000,0.0032205076,0.0029164352,7.71752e-05,0.001,0.0,0.0,0.0,-1.0
11344000,11344000,0.003509204,0.003210548,0.0001607874,0.001,0.0,0.0,0.0,-1.0
11392000,11392000,0.0036107742,0.0029766413,0.000104505605,0.001,0.0,0.0,0.0,-1.0
11440000,11440000,0.003694415,0.0029400582,0.00018826762,0.001,0.0,0.0,0.0,-1.0
11488000,11488000,0.003434556,0.003286581,-6.128764e-05,0.001,0.0,0.0,0.0,-1.0
11544000,11544000,0.0036904088,0.0028349238,-0.00013341477,0.001,0.0,0.0,0.0,-1.0
11592000,11592000,0.0036555834,0.0029773666,-3.969442e-05,0.001,0.0,0.0,0.0,-1.0
11644000,11644000,0.00357302,0.0029106725,-4.9459133e-05,0.001,0.0,0.0,0.0,-1.0
11692000,11692000,0.0034652574,0.0024773974,-0.00017609388,0.001,0.0,0.0,0.0,-1.0
11744000,11744000,0.0036156364,0.0029552456,-0.00013079222,0.001,0.0,0.0,0.0,-1.0
11792000,11792000,0.003890867,0.002671985,-0.0001260875,0.001,0.0,0.0,0.0,-1.0
11844000,11844000,0.003217126,0.0028179833,-5.2996762e-05,0.001,0.0,0.0,0.0,-1.0
11888000,11888000,0.0038933882,0.0026577236,0.00013135314,0.001,0.0,0.0,0.0,-1.0
11944000,11944000,0.0036343383,0.0031813744,-1.2493404e-05,0.001,0.0,0.0,0.0,-1.0
11988000,11988000,0.0036387786,0.002563291,0.00020212865,0.001,0.0,0.0,0.0,-1.0
12040000,12040000,0.003837946,0.0024011154,0.00022311066,0.001,0.0,0.0,0.0,-1.0
12088000,12088000,0.0037460884,0.002794351,0.00034546523,0.001,0.0,0.0,0.0,-1.0
12144000,12144000,0.0036663818,0.00267772,0.000117618896,0.001,0.0,0.0,0.0,-1.0
12192000,12192000,0.0040839612,0.0026339414,0.0001159485,0.001,0.0,0.0,0.0,-1.0
12244000,12244000,0.0037004768,0.0023989829,0.00015476244,0.001,0.0,0.0,0.0,-1.0
12288000,12288000,0.0039353585,0.0024133157,0.00020141155,0.001,0.0,0.0,0.0,-1.0
12340000,12340000,0.0036879436,0.002775367,0.0001059206,0.001,0.0,0.0,0.0,-1.0
12388000,12388000,0.003616276,0.0024026607,-0.00010721408,0.001,0.0,0.0,0.0,-1.0
12444000,12444000,0.0038487352,0.002598804,-0.00015306332,0.001,0.0,0.0,0.0,-1.0
12488000,12488000,0.0034391617,0.0026070108,0.000102058766,0.001,0.0,0.0,0.0,-1.0
12544000,12544000,0.0039619273,0.002195734,0.0003710689,0.001,0.0,0.0,0.0,-1.0
12588000,12588000,0.0037116716,0.0029290472,2.895227e-05,0.001,0.0,0.0,0.0,-1.0
12644000,12644000,0.0036650025,0.0020929428,-0.00016224013,0.001,0.0,0.0,0.0,-1.0
12692000,12692000,0.0034681212,0.0024448389,-3.8013794e-05,0.001,0.0,0.0,0.0,-1.0
12744000,12744000,0.003641055,0.0021413998,2.6777809e-05,0.001,0.0,0.0,0.0,-1.0
12792000,12792000,0.003688761,0.0023450598,3.8767794e-05,0.001,0.0,0.0,0.0,-1.0
12840000,12840000,0.003763812,0.0020702446,0.00025711238,0.001,0.0,0.0,0.0,-1.0
12888000,12888000,0.0033444315,0.0026716131,-9.910353e-05,0.001,0.0,0.0,0.0,-1.0
12940000,12940000,0.0033334016,0.0021919787,8.920535e-05,0.001,0.0,0.0,0.0,-1.0
12992000,12992000,0.003312941,0.0025220928,0.0001471144,0.001,0.0,0.0,0.0,-1.0
13044000,13044000,0.003665449,0.0020448815,-6.812628e-05,0.001,0.0,0.0,0.0,-1.0
13092000,13092000,0.0033888675,0.0028297582,0.00015084227,0.001,0.0,0.0,0.0,-1.0
13140000,13140000,0.004150049,0.0021443472,-0.000118100725,0.001,0.0,0.0,0.0,-1.0
13188000,13188000,0.0040118294,0.0024362684,0.0004584347,0.001,0.0,0.0,0.0,-1.0
13240000,13240000,0.0036582395,0.0022073463,9.928707e-05,0.001,0.0,0.0,0.0,-1.0
13288000,13288000,0.0042697205,0.0024684106,-0.00016725481,0.001,0.0,0.0,0.0,-1.0
13340000,13340000,0.003812207,0.0022897406,-2.6902606e-05,0.001,0.0,0.0,0.0,-1.0
13388000,13388000,0.003910365,0.0024142903,0.0001579449,0.001,0.0,0.0,0.0,-1.0
13440000,13440000,0.0036832236,0.0022311169,0.00017099218,0.001,0.0,0.0,0.0,-1.0
13492000,13492000,0.0035621931,0.0023522011,-2.644344e-05,0.001,0.0,0.0,0.0,-1.0
13544000,13544000,0.0036186455,0.0026096858,0.00011693892,0.001,0.0,0.0,0.0,-1.0
13588000,13588000,0.004108376,0.0024636944,8.2783336e-05,0.001,0.0,0.0,0.0,-1.0
13640000,13640000,0.0035558082,0.002514602,1.7307013e-05,0.001,0.0,0.0,0.0,-1.0
13692000,13692000,0.0037611339,0.0023006257,3.1308886e-05,0.001,0.0,0.0,0.0,-1.0
13744000,13744000,0.0037080161,0.0021426913,-6.585268e-05,0.001,0.0,0.0,0.0,-1.0
13788000,13788000,0.0035504473,0.0020359377,-6.865508e-05,0.001,0.0,0.0,0.0,-1.0
13844000,13844000,0.0035082567,0.0021738168,-2.049772e-05,0.001,0.0,0.0,0.0,-1.0
